revenuePerShareTTM,netIncomePerShareTTM,operatingCashFlowPerShareTTM,freeCashFlowPerShareTTM,cashPerShareTTM,bookValuePerShareTTM,tangibleBookValuePerShareTTM,shareholdersEquityPerShareTTM,interestDebtPerShareTTM,marketCapTTM,enterpriseValueTTM,peRatioTTM,priceToSalesRatioTTM,pocfratioTTM,pfcfRatioTTM,pbRatioTTM,ptbRatioTTM,evToSalesTTM,enterpriseValueOverEBITDATTM,evToOperatingCashFlowTTM,evToFreeCashFlowTTM,earningsYieldTTM,freeCashFlowYieldTTM,debtToEquityTTM,debtToAssetsTTM,netDebtToEBITDATTM,currentRatioTTM,interestCoverageTTM,incomeQualityTTM,dividendYieldTTM,dividendYieldPercentageTTM,payoutRatioTTM,salesGeneralAndAdministrativeToRevenueTTM,researchAndDevelopementToRevenueTTM,intangiblesToTotalAssetsTTM,capexToOperatingCashFlowTTM,capexToRevenueTTM,capexToDepreciationTTM,stockBasedCompensationToRevenueTTM,grahamNumberTTM,roicTTM,returnOnTangibleAssetsTTM,grahamNetNetTTM,workingCapitalTTM,tangibleAssetValueTTM,netCurrentAssetValueTTM,investedCapitalTTM,averageReceivablesTTM,averagePayablesTTM,averageInventoryTTM,daysSalesOutstandingTTM,daysPayablesOutstandingTTM,daysOfInventoryOnHandTTM,receivablesTurnoverTTM,payablesTurnoverTTM,inventoryTurnoverTTM,roeTTM,capexPerShareTTM,dividendPerShareTTM,debtToMarketCapTTM,symbol,name,sector
22.280764037237013,3.5328402373163468,4.7932048625210975,3.604451863748435,0.6110858788871519,44.81455582120074,3.485099153028288,43.55419119599599,9.481379339608466,15688793231.0,17407793231.0,21.201071933243245,3.3616441463466895,15.626288078286855,20.77985858410596,1.71969672592349,1.71969672592349,3.7299749798585817,12.76231175293255,17.33843947310757,23.05667977615894,0.04716742639941718,0.048123522879259494,0.20245533267565494,0.1476182864450128,1.2602639296187683,1.7813186813186814,7.0,1.3141361256544504,0.0,0.0,0.0,0.0,0.07285193914720377,0.6918957800511509,0.24800796812749004,0.05335333190486394,0.6587301587301587,0.0023569745018212985,58.839399904503956,0.06531432792801521,0.191958495460441,-9.891952664485771,711000000,730000000,-1504000000,11112000000,864000000.0,573500000,654500000.0,62.723376901649885,82.22604047346316,90.16991218022146,5.8192019950124685,4.438983050847457,4.04791344667697,0.08320839580209895,1.1887529987726626,0.0,0.11772734669932754,Q,"Qnity Electronics, Inc.",Technology
23.752689417160603,2.6587891071728844,5.304977318103243,3.4400446742094664,4.164596208154684,20.0480259218581,14.711546363148543,20.526859979074068,3.559753188513459,6864962386.0,6619962386.0,16.266803517180094,1.820944929973475,8.152721002672209,12.573191183150183,2.106995421807858,2.106995421807858,1.7559581925729444,6.8529631325051765,7.862188106888361,12.124473234432234,0.06147489265139617,0.07953430321970595,0.12768569674647023,0.08313349320543566,-0.2536231884057971,1.7183748845798708,5.100671140939597,1.3917355371900826,0.0,0.0,0.0,0.0,0.022281167108753316,0.16926458832933652,0.3515439429928741,0.07851458885941645,1.3640552995391706,0.004509283819628647,35.04245016588546,0.13909882492180234,0.10151551599711331,-2.868279007204871,778000000,2335000000,39000000,3461000000,594500000.0,775000000,555000000.0,55.08885941644563,114.87459546925567,82.39077669902913,6.6256590509666085,3.177377892030848,4.43010752688172,0.13251687863086828,1.8649326438937768,0.0,0.0605975643578712,SOLS,Solstice Advanced Materials Inc.,Financial Services
16.3075139352083,8.361712812120603,9.920400199686291,9.906292185944567,4.923918341304046,4.353870103476491,-1.443994789251206,4.353870103476491,11.112394433596924,176024798858.0,177869864858.0,62.28628173465283,31.88509052332908,52.49989814085017,52.48851419629191,119.62231017965699,119.62231017965699,32.21930534313396,49.70831307905045,52.963263607299155,53.03869106661017,0.016054899604701436,0.01905178714452248,2.3827378690838037,0.5536726503952761,0.5156304495577754,3.249891672327661,13.236530959287787,1.1864076682119857,0.0,0.0,0.0,0.04139206633193246,0.06888419173354196,0.3094349944466647,0.0014221214323764286,0.00086512351286518,0.01647583991941465,0.040575307136055346,28.620460462706312,0.5749679359089529,0.6462372936146975,-5.905666689313534,2414433000,-488837000,-1381549000,4508005000,1592816000.0,535065000,0.0,106.04697877893322,204.5321202454387,0.0,3.441870802947468,1.7845607798031904,0.0,2.6293646079243227,0.014108013741725278,0.0,0.019951535367656453,APP,AppLovin Corporation,Technology
362.3020732781043,25.212564726511822,27.81730539020724,25.61946902457481,14.611885834470984,74.41985858921375,20.52648504678563,74.39498886974107,18.365496014398833,26102079981.0,26267127981.0,23.12656432714569,1.6069424219309845,20.961052546997113,22.724849236558146,7.83762466879215,7.83762466879215,1.6171033988741217,15.114596347242161,21.061706225629454,22.868542418079528,0.04324031818363144,0.04400469237838859,0.24589329369388602,0.0949220336864473,0.09497170378596727,1.1918077917234147,471.67530864197533,1.1033112137519452,0.0017150305275433902,0.17150305275433902,0.040103647386566,0.021607159127567516,0.0,0.2796482054380245,0.07900967886005784,0.006066309104296412,0.5738403750400373,0.0012651354526045167,205.43366477928015,0.2694661933371584,0.1816138857853283,-28.36671987225306,878374000,920277000,154066000,3927550000,4447563000.0,1078781000,106782500.0,99.59544385014885,28.984497158845965,2.9381733693901935,3.664826280097495,12.592938838982178,124.22684236490589,0.3683606155240903,2.19783636563243,1.0,0.03142094425413599,EME,"EMCOR Group, Inc.",Industrials
4.727519771974314,2.4672165508353103,1.3213215347454372,1.289834723704695,4.870334950623395,9.633839649501414,9.006352486618049,9.633839649501414,21.685416575345542,94001439939.0,108954439939.0,43.048511475022785,22.35999998549001,80.38164610740425,81.95417605841325,11.024680071927161,11.024680071927161,25.916850603948618,52.23127513854267,92.72718292680851,94.99079332083697,0.02322960691870173,0.01220194074414518,2.2509629975487333,0.4652127762231014,7.168264621284756,1.2202856968439044,0.0,0.5355515041020966,0.0,0.0,0.0,0.09514747859181731,0.20765937202664128,0.013461352890089743,0.023829787234042554,0.006660323501427212,0.32941176470588235,0.07278782112274025,23.12568472943504,0.07842997068706656,0.053650902332860566,-13.994481846402792,7217000000,8009000000,7094000000,7925000000,15769000000.0,184500000,0.0,1864.8513320647003,0.0,0.0,0.19572605801014945,0.0,0.0,0.26950006141751626,0.03148681104074234,0.0,0.20514579364437283,HOOD,"Robinhood Markets, Inc.",Financial Services
22.494666738359548,2.0650324756307645,36.12117874494816,35.98606211622641,30.74353692182246,43.867865458328566,43.867865458328566,11.49842510422103,70.28316637343093,412527593411.622,434440593411.622,29.81066919114504,41.29818734724417,1.7042633197182044,25.81524364277985,5.353776664371328,5.353776664371328,43.491900431637,51.207047785434,27.084825025662223,27.18652023852453,0.0335450369660618,0.03873680271383708,5.295926361143753,0.13505508885137496,2.5828618576143327,19505.6,1.9817702086831375,3.8884848484848487,0.00462962962962963,0.462962962962963,0.13631406761177753,0.047952748022825106,0.0,0.0,0.003740648379052369,0.0060066072679947945,0.6521739130434783,0.012213434778256082,23.113934721798252,0.027476160057977296,0.004579916292914864,-217.63516881188974,195046000000,19480000000,14314000000,195046000000,81901500000.0,145873000000,0.0,3432.1839022925215,50144.490445859876,0.0,0.10634628283064868,0.007278965181510501,0.0,0.19601346657403942,0.13511662872175123,0.28500000000000003,0.016898570399530553,IBKR,Interactive Brokers Group,Financial Services
39.28843868967337,5.139133299136839,3.2325749468615976,3.0017797472627783,14.396634538896327,36.82930978090754,15.30526762416851,36.885340682302,13.426827969236266,37643985955.0,37409399956.0,12.054561809168295,1.5702157915030954,19.164288846619087,20.551583409902257,1.6795290176003257,1.6795290176003257,1.560430678934632,17.940420139631556,18.965340654616394,20.423512123003817,0.08295614687872217,0.04865805130704311,0.35994156234141067,0.2067576396932911,-0.11250037118706005,2.183196164618287,20.22171689079388,0.6292565032280869,0.0,0.0,0.0,0.04098275590076252,0.12375681818200779,0.33519659877492747,0.07139670491565586,0.00587437951967997,-0.2979869151601327,0.05167694554122202,65.30750613355681,0.1059346464205347,0.12038501165155929,-8.579652297037525,11959735000,9339258999,5358109999,25650850000,4973479000.0,122348000,152386000.0,52.90561754043983,3.2290404065427527,4.274374261063119,6.8990783392898205,113.03667778836987,85.39261601982824,0.1435164503756967,0.2307951995988194,0.0,0.21520962232013457,XYZ,"Block, Inc.",Technology
5.721425217692612,0.8992350260082956,1.8053734758441675,1.4096742248256717,1.3391330021384826,5.332440761160399,5.332440761160399,5.332440761160399,0.7708727592577025,18860744645.0,18583587645.0,42.64736013479775,6.75890014352241,21.242142145723104,27.432254235759714,7.191828604890984,7.191828604890984,6.659578694537369,30.84115992983248,21.10493036036128,27.029139648805376,0.023448110195783457,0.036453438766123544,0.1445628360041926,0.0632915185355332,-0.45996733924369104,1.7097420804462178,0.0,2.007676996144401,0.0,0.0,0.0,0.1891184570534724,0.18722023433034524,0.0,0.21917861113666381,0.06916095832116409,1.7880410613697006,0.18193230257605703,10.387018046454418,0.12567962336944988,0.07383053770275777,-0.15936616440687348,2125515000,2600786000,1780671000,2735126000,3366623000.0,2742677000,0.0,454.96903607053207,1704.6550723902305,0.0,0.8022523975530843,0.21411956348928984,0.0,0.16003104416093925,0.3956992510184959,0.0,0.019934366700610193,TTD,"The Trade Desk, Inc.",Technology
9.211923303073327,0.30623700325546044,2.8346713705918627,2.6957134047526856,11.875515208880094,9.864240129644768,8.29573061423511,9.864240129644768,3.7358774684851355,55956117972.0,56694832972.0,521.0670111831259,17.42263436052846,56.29223960683764,59.5374757508403,16.176613495087985,16.176613495087985,17.652642477747705,220.8637189237998,57.36636362458944,60.32347070533821,0.0019191389562916617,0.01679614372945407,0.37198985321236433,0.21137106007960385,2.8777815115069245,3.6633050502235944,-1.9128915350763656,9.256462610520005,0.0,0.0,0.0,0.044856743690473336,0.4504913455248341,0.09035203809353867,0.04902083792879447,0.015084576940932362,0.8835695135963233,0.2191200834700474,8.24426437443815,-0.007794738574336879,0.019392558545209375,5.5621706893831835,3517411000,2892265000,2224753000,4590555000,576911000.0,167005000,0.0,62.466009339005524,76.55196878600705,0.0,5.843177815620178,4.7680027801808595,0.0,0.03481779422516646,0.13895796583917738,0.0,0.02286286194192671,DDOG,Datadog,Technology
29.189224254368778,12.244506926504103,1.239770042346603,1.239770042346603,47.374864456628025,60.963980656771845,40.33500233990663,60.963980656771845,29.188748663589912,60940888319.0,59774097319.0,19.45035446747846,7.9434586648327725,192.10014104649377,187.02129298450205,3.9065690500238897,3.9065690500238897,7.7913710216319885,14.51116419263057,183.44053189811262,183.44053189811262,0.051412944770339704,0.0053469847419077956,0.4735845295553504,0.2420421093600161,-0.2832580756364131,2.4042156826257863,26.34160298475233,0.1012511201788806,0.0,0.0,0.0,0.13210662953690466,0.20099055857967713,0.1729409438510289,0.0,0.0,0.0,0.10831075181120339,129.59808014368832,0.07597452661848599,0.12411517537291214,-7.2253444228420545,12903835000,10601289000,6765046000,18325770000,1222987500.0,34259000,0.0,62.00919780188125,0.0,0.0,5.886223543258393,0.0,0.0,0.26344867542943107,0.0,0.0,0.12451986194028161,COIN,Coinbase Global,Financial Services
